id,barcode,brand_code,category,category_code,cpg_ref,cpg_id,name,is_top_brand
5db9f9cca60b87376833e36b,511111806226,BETTY CROCKER FRUIT ROLL UPS,snacks,,Cogs,5332f5f3e4b03c9a25efd0ae,Fruit Roll-Ups™,
5fd2a0c0be37ce49eb72c0f4,511111118169,TEST BRANDCODE @1607639232356,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1607639232356,false
5aa1b41de4b086c8aad5e096,511111304265,MOMOFUKU,condiments & sauces,,Cogs,559c2234e4b06aca36af13c6,MOMOFUKU Sauce,false
592486bee410d61fcea3d136,511111500735,POPSICLE,frozen,,Cogs,5332f5f6e4b03c9a25efd0b4,POPSICLE,false
5332f603e4b03c9a25efd0be,511111103936,MUG Root Beer,beverages,,Cpgs,5332f5fbe4b03c9a25efd0ba,Mug Root Beer,false
5afda699e4b0c11cfecd49fd,511111704584,TOMS,snacks,,Cogs,5a734034e4b0d58f376be874,Tom's,false
5fc54c0bbe37ce1911dbb3b5,511111017899,TEST BRANDCODE @1606765579244,baking,baking,Cogs,5fc54c0abe37ce1911dbb3b1,test brand @1606765579244,false
5f358338be37ce443bf9d55b,511111715320,TEST BRANDCODE @1597342520305,baking,baking,Cogs,5f358338be37ce443bf9d557,test brand @1597342520305,
592486bfe410d61fcea3d137,511111000723,PROMISE,dairy,,Cogs,53e10d6368abd3c7065097cc,PROMISE,
5a4d2295e4b0d5c3fd86b679,511111200529,OFF THE EATEN PATH,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,OFF THE EATEN PATH,
5f628216be37ce78e6e2efaf,511111116684,TEST BRANDCODE @1600291350125,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1600291350125,
5332f9fce4b03c9a25efd1cd,511111003199,,,,Cpgs,5332f5f2e4b03c9a25efd0aa,Honey Smacks,
5f9770bfbe37ce03d08a2d85,511111117070,TEST BRANDCODE @1603760319758,baking,baking,Cogs,5f9770bfbe37ce03d08a2d83,test brand @1603760319758,
57ebc293e4b0ac389136a345,511111301974,NANCY'S,frozen,,Cogs,559c2234e4b06aca36af13c6,Nancy's,false
5f513e9ebe37ce21f1287c00,511111816492,,baking,baking,Cogs,5f513e9ebe37ce21f1287bff,test brand @1599159966676,
5332f7b8e4b03c9a25efd145,511111903413,,,,Cogs,5332f7a7e4b03c9a25efd134,Stella Artois,
5ab153fee4b0915382df761e,511111704379,CAMPBELLS CHUNKY MAXX,canned goods & soups,,Cogs,5a734034e4b0d58f376be874,Campbell's Chunky Maxx,false
5aa1b5b9e4b05a92fc9b1631,511111004288,FOOD NETWORK KITCHEN INSPIRATIONS,condiments & sauces,,Cogs,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS,false
5f3e9172be37ce5a0e01b954,511111215547,TEST BRANDCODE @1597935986390,baking,baking,Cogs,5f3e9172be37ce5a0e01b952,test brand @1597935986390,
5f4936ddbe37ce52f8314fdc,511111015970,TEST BRANDCODE @1598633693744,baking,baking,Cogs,5f4936ddbe37ce52f8314fda,test brand @1598633693744,
57c0829ce4b0718ff5fcb03a,511111002437,,,,Cpgs,5332f7a7e4b03c9a25efd134,Victoria,
5a4d244ae4b0bcb2c74ea77f,511111500506,SABRITAS,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,SABRITAS,
57ebbfa1e4b0ac389136a330,511111702177,GEVALIA KAFFE,beverages,,Cogs,559c2234e4b06aca36af13c6,Gevalia,false
5f43faabbe37ce3ef3fd3715,511111115717,TEST BRANDCODE @1598290603501,baking,baking,Cogs,5f43faabbe37ce3ef3fd3714,test brand @1598290603501,
59d550f4e4b090070b009534,511111600633,O THAT'S GOOD,dairy,,Cogs,559c2234e4b06aca36af13c6,"O, That's Good!",false
585a9645e4b03e62d1ce0e79,511111801757,CHESTER'S,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,Chester's,true
585a968ee4b03e62d1ce0e82,511111101666,MISS VICKIE'S,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,Miss Vickies,
5d2f6b82a3a01810a2174aed,511111704867,SIR KENSINGTON'S,condiments & sauces,,Cogs,5332f5f6e4b03c9a25efd0b4,SIR KENSINGTON'S,
5fa98944be37ce239d1070fe,511111217251,,baking,baking,Cogs,5fa98944be37ce239d1070fd,test brand @1604946244133,false
5332f9f2e4b03c9a25efd1c8,511111803232,,,,Cpgs,5332f5f2e4b03c9a25efd0aa,Crispix,
55a41b55e4b0d0a65b3692ef,511111502708,,,,Cpgs,55a41b4be4b0d0a65b3692ee,NessAlla,
5887a372e4b02187f85cdad9,511111001119,DORITOS,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,Doritos,true
57ed0697e4b072ac2294b8f2,511111101895,A.1.,condiments & sauces,,Cogs,559c2234e4b06aca36af13c6,A.1.,true
55b630c2e4b0d8e685c1421d,511111002642,,,,Cpgs,55b62995e4b0d8e685c14213,RC Cola,
5332f605e4b03c9a25efd0c0,511111403913,,,,Cogs,5332f5fbe4b03c9a25efd0ba,Amp,
5f43faabbe37ce3ef3fd3716,511111315728,TEST BRANDCODE @1598290603587,baking,baking,Cogs,5f43faabbe37ce3ef3fd3714,test brand @1598290603587,
5d66de49a3a018093ab3472a,511111505433,LOOZA JUICES,beverages,,Cogs,5332f5fbe4b03c9a25efd0ba,Looza Fruit Juices,
5da605dc1dda2c3e1416ae83,511111005582,ALEVE,health & wellness,,Cogs,5d9b4f591dda2c6225a284aa,Aleve®,
5e3876bfee7f2d697e835bd3,511111613961,SOFT-SHEEN CARSON - HAIR COLOR,beauty,,Cogs,5e28b81cee7f2d697e835bcd,Soft-Sheen Carson - Hair Color,
5fa98945be37ce239d107104,511111217305,TEST BRANDCODE @1604946245499,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1604946245498,false
57ebc11fe4b0ac389136a33a,511111802075,"",baking,,Cogs,559c2234e4b06aca36af13c6,Kraft Caramels,false
5f494c5f04db711dd8fe87e5,511111716150,TEST BRANDCODE @1598639199117,baking,baking,Cogs,5f494c5d04db711dd8fe87e2,test brand @1598639199117,
5bd201a990fa074576779a19,511111104698,PULL UPS,baby,,Cogs,550b2565e4b001d5e9e4146f,Pull-Ups,false
5fb2852cbe37ce522e165cb1,511111417330,TEST BRANDCODE @1605535020629,baking,baking,Cogs,5fb2852cbe37ce522e165cae,test brand @1605535020629,false
5332f60ce4b03c9a25efd0c3,511111303893,BRISK,beverages,,Cogs,5332f5fbe4b03c9a25efd0ba,Brisk Iced Tea,false
5a7e0604e4b0aedb3b84afd3,511111504139,CHRISXYZ,beverages,,Cogs,55b62995e4b0d8e685c14213,Chris Brand XYZ,
5332f9f2e4b03c9a25efd1c7,511111003243,,,,Cpgs,5332f5f2e4b03c9a25efd0aa,All-Bran,
57ebbd44e4b0ac389136a32d,511111002208,BULL'S-EYE,condiments & sauces,,Cogs,559c2234e4b06aca36af13c6,Bull's Eye,false
592486bee410d61fcea3d12f,511111600794,KLONDIKE,frozen,,Cogs,5332f5f6e4b03c9a25efd0b4,KLONDIKE,false
592486bee410d61fcea3d12a,511111600848,FRUTTARE,frozen,,Cogs,53e10d6368abd3c7065097cc,FRUTTARE,
5da60576a60b87376833e349,511111305569,511111305569,health & wellness,,Cogs,53e10d6368abd3c7065097cc,AFRIN® NO DRIP PUMP MISTS,
5332f5f5e4b03c9a25efd0b0,511111404002,,,,Cpgs,5332f5f3e4b03c9a25efd0ae,Betty Crocker,
580dff9fe4b0f32b2de21382,511111701859,KNOX,baking,,Cogs,559c2234e4b06aca36af13c6,Knox Gelatin,false
5da608131dda2c3e1416ae8a,511111505716,511111505716,health & wellness,,Cogs,53e10d6368abd3c7065097cc,Claritin® ADULTS,
588b9f8fe4b02187f85cdada,511111501107,PLANTERS,snacks,,Cogs,559c2234e4b06aca36af13c6,Planters,false
592486bde410d61fcea3d127,511111800873,DEGREE,personal care,personal_care,Cogs,5332f5f6e4b03c9a25efd0b4,DEGREE,false
5a4d23dae4b0bcb2c74ea77e,511111000518,CALEB'S KOLA,beverages,,Cogs,5332f5fbe4b03c9a25efd0ba,Caleb's Kola,false
5d66dc946d5f3b6188d4f04e,511111305408,LEMON LEMON,beverages,,Cogs,5332f5fbe4b03c9a25efd0ba,Lemon Lemon Sparkling Drinks,
592486bfe410d61fcea3d140,511111300656,VASELINE,personal care,personal_care,Cogs,5332f5f6e4b03c9a25efd0b4,VASELINE,false
5d658ff3a3a018514994f432,511111005216,511111005216,magazines,,Cogs,53e10d6368abd3c7065097cc,Cooking Light Magazine,
5fcda494be37ce688e08b0cc,511111817932,TEST BRANDCODE @1607312532178,baking,baking,Cogs,5fcda494be37ce688e08b0cb,test brand @1607312532178,false
5ef4f667be37ce2efae842ea,511111715047,PINESOL,cleaning & home improvement,cleaning_and_home_improvement,Cogs,5eebc5412455c97a877ef382,Pinesol,
55b6308ee4b0d8e685c1421a,511111202677,,,,Cogs,55b62995e4b0d8e685c14213,Snapple,
5332f760e4b03c9a25efd11b,511111603719,,,,Cpgs,5332f5ebe4b03c9a25efd0a8,Honest Ade,
5f16f536be37ce2b30061e29,511111215103,TEST BRANDCODE @1595340086791,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1595340086791,
5d642dbfa3a018514994f42e,511111005148,511111005148,magazines,,Cogs,5d5d4fd16d5f3b23d1bc7905,Shape,
5e3875d2ee7f2d697e835bce,511111013914,ESSIE,beauty,,Cogs,5e28b81cee7f2d697e835bcd,Essie,
5332f9f3e4b03c9a25efd1c9,511111303220,,,,Cpgs,5332f5f2e4b03c9a25efd0aa,Pop-tarts,
5c45f91b87ff3552f950f027,511111204923,0987654321,grocery,,Cogs,5c45f8b087ff3552f950f026,Brand1,true
58861c7d4e8d0d20bc42c4d6,511111601449,"",snacks,,Cogs,559c2234e4b06aca36af13c6,Jell-O Refrigerated Pudding & Gelatin,false
55b630fde4b0d8e685c14223,511111502586,,,,Cogs,55b62995e4b0d8e685c14213,Diet Dr. Pepper,
5ab158e8e4b0915382df7622,511111404446,CAMPBELLS WELL YES,canned goods & soups,,Cogs,5a734034e4b0d58f376be874,Campbell's Well Yes!,false
5fcda494be37ce688e08b0cf,511111717966,TEST BRANDCODE @1607312532304,baking,baking,Cogs,5fcda494be37ce688e08b0cb,test brand @1607312532304,false
5f3ff222be37ce1c81aa1e0e,511111215615,TEST BRANDCODE @1598026274643,baking,baking,Cogs,5f3ff222be37ce1c81aa1e0c,test brand @1598026274643,
5f772952be37ce6b592e90d2,511111816775,TEST BRANDCODE @1601644881995,baking,baking,Cogs,5f772951be37ce6b592e90d1,test brand @1601644881995,
5fa1c568be37ce402c4618f6,511111717249,,baking,baking,Cogs,5fa1c568be37ce402c4618f5,test brand @1604437352935,false
5fb82236be37ce522e165cdf,511111217749,BEEF STEAK,,,Cogs,5fb6b608be37ce522e165cb9,Beef Steak,false
5a02188be4b00d6a5ccb394d,511111300588,POND'S,beauty,,Cogs,5332f5f6e4b03c9a25efd0b4,POND'S,false
5e387617ee7f2d697e835bd0,511111713937,L’OREAL PARIS - COSMETICS,beauty,,Cogs,5e28b81cee7f2d697e835bcd,L’Oreal Paris - Cosmetics,
57ebc2ace4b0ac389136a346,511111801962,"",deli,,Cogs,559c2234e4b06aca36af13c6,P3,false
5da6094ca60b87376833e357,511111605829,511111605829,health & wellness,,Cogs,53e10d6368abd3c7065097cc,ONE A DAY® MENS,
5f16f536be37ce2b30061e28,511111615095,TEST BRANDCODE @1595340086078,baking,baking,Cogs,5f16f535be37ce2b30061e24,test brand @1595340086078,
5f872b84be37ce66db5dd97a,511111917045,TEST BRANDCODE @1602694020787,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1602694020787,
585a9726e4b03e62d1ce0e95,511111501497,,beverages,,Cogs,53e10d6368abd3c7065097cc,Tazo,
5f7ba645be37ce23081c528d,511111516910,TEST BRANDCODE @1601939013649,baking,baking,Cogs,5f7ba644be37ce23081c5289,test brand @1601939013649,
5332f7d3e4b03c9a25efd14e,511111803393,,snacks,,Cpgs,5332f5f2e4b03c9a25efd0aa,Cheez-It,
5f504acabe37ce0b793c9418,511111316480,,baking,baking,Cogs,5f504acabe37ce0b793c9417,test brand @1599097546963,
5afda3a8e4b03bf01c2a2967,511111604525,SNACK FACTORY,snacks,,Cogs,5a734034e4b0d58f376be874,Snack Factory,false
57c08294e4b0718ff5fcb039,511111202448,,,,Cpgs,5332f7a7e4b03c9a25efd134,Jupiler,
5332f77ce4b03c9a25efd12a,511111703617,,,,Cpgs,5332f5f3e4b03c9a25efd0ae,Gardetto's,
5332f9ede4b03c9a25efd1c2,511111403289,,,,Cpgs,5332f7ffe4b03c9a25efd16b,Danimals,
58861c7e4e8d0d20bc42c4e2,511111201403,MILLER64,beer wine spirits,,Cogs,5332f709e4b03c9a25efd0f1,Miller 64,false
592486bee410d61fcea3d12d,511111700814,I CAN'T BELIEVE IT'S NOT BUTTER!,dairy,,Cogs,53e10d6368abd3c7065097cc,I CAN'T BELIEVE IT'S NOT BUTTER!,
5da608dfa60b87376833e354,511111805786,511111805786,health & wellness,,Cogs,53e10d6368abd3c7065097cc,ONE A DAY® ENERGY ,
5ffe3a87be37ce7aab2d4fd9,511111419532,TEST BRANDCODE @1610496647142,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1610496647142,false
5ffe3a87be37ce7aab2d4fdb,511111619543,,baking,baking,Cogs,5ffe3a87be37ce7aab2d4fda,test brand @1610496647311,false
5ffe3a86be37ce7aab2d4fd7,511111719519,TEST BRANDCODE @1610496646289,baking,baking,Cogs,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646289,false
5fff3a7abe37ce2bb793010e,511111119555,,baking,baking,Cogs,5fff3a7abe37ce2bb793010d,test brand @1610562170795,false
5ffe3a86be37ce7aab2d4fd8,511111919520,TEST BRANDCODE @1610496646345,baking,baking,Cogs,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646345,false
5ffe3a86be37ce7aab2d4fd6,511111219507,TEST BRANDCODE @1610496646232,baking,baking,Cogs,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646232,false
5ffe35eabe37ce5e01754c47,511111219385,TEST BRANDCODE @1610495466218,baking,baking,Cogs,5ffe35eabe37ce5e01754c45,test brand @1610495466218,false
5ffe347ebe37ce5e01754c3f,511111119326,TEST BRANDCODE @1610495102462,baking,baking,Cogs,5ffe347ebe37ce5e01754c3d,test brand @1610495102462,false
5ffe35eabe37ce5e01754c48,511111719397,TEST BRANDCODE @1610495466250,baking,baking,Cogs,5ffe35eabe37ce5e01754c45,test brand @1610495466250,false
57ebc28be4b0ac389136a344,511111501985,KRAFT MIRACLE WHIP,condiments & sauces,,Cogs,559c2234e4b06aca36af13c6,Miracle Whip,false
58b59989e4b0857c2ddb7255,511111400998,"",beer wine spirits,,Cogs,5332f709e4b03c9a25efd0f1,Redd's Wicked,false
5f403232be37ce5f78d9ed19,511111015697,TEST BRANDCODE @1598042674173,candy & sweets,candy_and_sweets,Cogs,5332fa12e4b03c9a25efd1e7,test brand @1598042674173,
5f493e72be37ce64d0ae36c4,511111216094,TEST BRANDCODE @1598635634796,baking,baking,Cogs,5f493e72be37ce64d0ae36c2,test brand @1598635634796,
5a5d257fe4b06ba572cf24a3,511111300212,SHEAF STOUT,beer wine spirits,,Cogs,5332f709e4b03c9a25efd0f1,Sheaf Stout,
585a963ce4b03e62d1ce0e78,511111001768,CHEETOS,snacks,,Cogs,5332f5fbe4b03c9a25efd0ba,Cheetos,true
